,lemma,next-lemma,next-next-lemma,next-next-pos,next-next-shape,next-next-word,next-pos,next-shape,next-word,pos,prev-iob,prev-lemma,prev-pos,prev-prev-iob,prev-prev-lemma,prev-prev-pos,prev-prev-shape,prev-prev-word,prev-shape,prev-word,sentence_idx,shape,word,tag
4418,in,the,disast,NN,lowercase,disaster,DT,lowercase,the,IN,O,lost,VBN,O,infrastructur,NN,lowercase,infrastructure,lowercase,lost,200,lowercase,in,O
4419,the,disast,and,CC,lowercase,and,NN,lowercase,disaster,DT,O,in,IN,O,lost,VBN,lowercase,lost,lowercase,in,200,lowercase,the,O
4420,disast,and,is,VBZ,lowercase,is,CC,lowercase,and,NN,O,the,DT,O,in,IN,lowercase,in,lowercase,the,200,lowercase,disaster,O
4421,and,is,develop,VBG,lowercase,developing,VBZ,lowercase,is,CC,O,disast,NN,O,the,DT,lowercase,the,lowercase,disaster,200,lowercase,and,O
4422,is,develop,strategi,NNS,lowercase,strategies,VBG,lowercase,developing,VBZ,O,and,CC,O,disast,NN,lowercase,disaster,lowercase,and,200,lowercase,is,O
4423,develop,strategi,for,IN,lowercase,for,NNS,lowercase,strategies,VBG,O,is,VBZ,O,and,CC,lowercase,and,lowercase,is,200,lowercase,developing,O
4424,strategi,for,long-term,JJ,contains-hyphen,long-term,IN,lowercase,for,NNS,O,develop,VBG,O,is,VBZ,lowercase,is,lowercase,developing,200,lowercase,strategies,O
4425,for,long-term,recoveri,NN,lowercase,recovery,JJ,contains-hyphen,long-term,IN,O,strategi,NNS,O,develop,VBG,lowercase,developing,lowercase,strategies,200,lowercase,for,O
4426,long-term,recoveri,in,IN,lowercase,in,NN,lowercase,recovery,JJ,O,for,IN,O,strategi,NNS,lowercase,strategies,lowercase,for,200,contains-hyphen,long-term,O
4427,recoveri,in,the,DT,lowercase,the,IN,lowercase,in,NN,O,long-term,JJ,O,for,IN,lowercase,for,contains-hyphen,long-term,200,lowercase,recovery,O
4428,in,the,region,NN,lowercase,region,DT,lowercase,the,IN,O,recoveri,NN,O,long-term,JJ,contains-hyphen,long-term,lowercase,recovery,200,lowercase,in,O
4429,the,region,.,.,punct,.,NN,lowercase,region,DT,O,in,IN,O,recoveri,NN,lowercase,recovery,lowercase,in,200,lowercase,the,O
4430,region,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,the,DT,O,in,IN,lowercase,in,lowercase,the,200,lowercase,region,O
4431,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,region,NN,O,the,DT,lowercase,the,lowercase,region,200,punct,.,O
4432,offici,in,indonesia,NNP,capitalized,Indonesia,IN,lowercase,in,NNS,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,201,capitalized,Officials,O
4433,in,indonesia,say,VBP,lowercase,say,NNP,capitalized,Indonesia,IN,O,offici,NNS,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Officials,201,lowercase,in,O
4434,indonesia,say,anoth,DT,lowercase,another,VBP,lowercase,say,NNP,O,in,IN,O,offici,NNS,capitalized,Officials,lowercase,in,201,capitalized,Indonesia,B-geo
4435,say,anoth,person,NN,lowercase,person,DT,lowercase,another,VBP,B-geo,indonesia,NNP,O,in,IN,lowercase,in,capitalized,Indonesia,201,lowercase,say,O
4436,anoth,person,has,VBZ,lowercase,has,NN,lowercase,person,DT,O,say,VBP,B-geo,indonesia,NNP,capitalized,Indonesia,lowercase,say,201,lowercase,another,O
4437,person,has,die,VBN,lowercase,died,VBZ,lowercase,has,NN,O,anoth,DT,O,say,VBP,lowercase,say,lowercase,another,201,lowercase,person,O
4438,has,die,from,IN,lowercase,from,VBN,lowercase,died,VBZ,O,person,NN,O,anoth,DT,lowercase,another,lowercase,person,201,lowercase,has,O
4439,die,from,bird,NN,lowercase,bird,IN,lowercase,from,VBN,O,has,VBZ,O,person,NN,lowercase,person,lowercase,has,201,lowercase,died,O
4440,from,bird,flu,NN,lowercase,flu,NN,lowercase,bird,IN,O,die,VBN,O,has,VBZ,lowercase,has,lowercase,died,201,lowercase,from,O
4441,bird,flu,",",",",punct,",",NN,lowercase,flu,NN,O,from,IN,O,die,VBN,lowercase,died,lowercase,from,201,lowercase,bird,O
4442,flu,",",bring,VBG,lowercase,bringing,",",punct,",",NN,O,bird,NN,O,from,IN,lowercase,from,lowercase,bird,201,lowercase,flu,O
4443,",",bring,the,DT,lowercase,the,VBG,lowercase,bringing,",",O,flu,NN,O,bird,NN,lowercase,bird,lowercase,flu,201,punct,",",O
4444,bring,the,countri,NN,lowercase,country,DT,lowercase,the,VBG,O,",",",",O,flu,NN,lowercase,flu,punct,",",201,lowercase,bringing,O
4445,the,countri,'s,POS,other,'s,NN,lowercase,country,DT,O,bring,VBG,O,",",",",punct,",",lowercase,bringing,201,lowercase,the,O
4446,countri,'s,death,NN,lowercase,death,POS,other,'s,NN,O,the,DT,O,bring,VBG,lowercase,bringing,lowercase,the,201,lowercase,country,O
4447,'s,death,toll,NN,lowercase,toll,NN,lowercase,death,POS,O,countri,NN,O,the,DT,lowercase,the,lowercase,country,201,other,'s,O
4448,death,toll,from,IN,lowercase,from,NN,lowercase,toll,NN,O,'s,POS,O,countri,NN,lowercase,country,other,'s,201,lowercase,death,O
4449,toll,from,the,DT,lowercase,the,IN,lowercase,from,NN,O,death,NN,O,'s,POS,other,'s,lowercase,death,201,lowercase,toll,O
4450,from,the,diseas,NN,lowercase,disease,DT,lowercase,the,IN,O,toll,NN,O,death,NN,lowercase,death,lowercase,toll,201,lowercase,from,O
4451,the,diseas,to,TO,lowercase,to,NN,lowercase,disease,DT,O,from,IN,O,toll,NN,lowercase,toll,lowercase,from,201,lowercase,the,O
4452,diseas,to,96,CD,number,96,TO,lowercase,to,NN,O,the,DT,O,from,IN,lowercase,from,lowercase,the,201,lowercase,disease,O
4453,to,96,sinc,IN,lowercase,since,CD,number,96,TO,O,diseas,NN,O,the,DT,lowercase,the,lowercase,disease,201,lowercase,to,O
4454,96,sinc,the,DT,lowercase,the,IN,lowercase,since,CD,O,to,TO,O,diseas,NN,lowercase,disease,lowercase,to,201,number,96,O
4455,sinc,the,outbreak,NN,lowercase,outbreak,DT,lowercase,the,IN,O,96,CD,O,to,TO,lowercase,to,number,96,201,lowercase,since,O
4456,the,outbreak,start,VBD,lowercase,started,NN,lowercase,outbreak,DT,O,sinc,IN,O,96,CD,number,96,lowercase,since,201,lowercase,the,O
4457,outbreak,start,in,IN,lowercase,in,VBD,lowercase,started,NN,O,the,DT,O,sinc,IN,lowercase,since,lowercase,the,201,lowercase,outbreak,O
4458,start,in,2003,CD,number,2003,IN,lowercase,in,VBD,O,outbreak,NN,O,the,DT,lowercase,the,lowercase,outbreak,201,lowercase,started,O
4459,in,2003,.,.,punct,.,CD,number,2003,IN,O,start,VBD,O,outbreak,NN,lowercase,outbreak,lowercase,started,201,lowercase,in,O
4460,2003,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,CD,O,in,IN,O,start,VBD,lowercase,started,lowercase,in,201,number,2003,B-tim
4461,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,B-tim,2003,CD,O,in,IN,lowercase,in,number,2003,201,punct,.,O
4462,the,latest,victim,NN,lowercase,victim,JJS,lowercase,latest,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,202,capitalized,The,O
4463,latest,victim,was,VBD,lowercase,was,NN,lowercase,victim,JJS,O,the,DT,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,The,202,lowercase,latest,O
4464,victim,was,a,DT,lowercase,a,VBD,lowercase,was,NN,O,latest,JJS,O,the,DT,capitalized,The,lowercase,latest,202,lowercase,victim,O
4465,was,a,16-year-old,JJ,number,16-year-old,DT,lowercase,a,VBD,O,victim,NN,O,latest,JJS,lowercase,latest,lowercase,victim,202,lowercase,was,O
4466,a,16-year-old,girl,NN,lowercase,girl,JJ,number,16-year-old,DT,O,was,VBD,O,victim,NN,lowercase,victim,lowercase,was,202,lowercase,a,O
4467,16-year-old,girl,from,IN,lowercase,from,NN,lowercase,girl,JJ,O,a,DT,O,was,VBD,lowercase,was,lowercase,a,202,number,16-year-old,O
4468,girl,from,the,DT,lowercase,the,IN,lowercase,from,NN,O,16-year-old,JJ,O,a,DT,lowercase,a,number,16-year-old,202,lowercase,girl,O
4469,from,the,town,NN,lowercase,town,DT,lowercase,the,IN,O,girl,NN,O,16-year-old,JJ,number,16-year-old,lowercase,girl,202,lowercase,from,O
4470,the,town,of,IN,lowercase,of,NN,lowercase,town,DT,O,from,IN,O,girl,NN,lowercase,girl,lowercase,from,202,lowercase,the,O
4471,town,of,bekasi,NNP,capitalized,Bekasi,IN,lowercase,of,NN,O,the,DT,O,from,IN,lowercase,from,lowercase,the,202,lowercase,town,O
4472,of,bekasi,",",",",punct,",",NNP,capitalized,Bekasi,IN,O,town,NN,O,the,DT,lowercase,the,lowercase,town,202,lowercase,of,O
4473,bekasi,",",on,IN,lowercase,on,",",punct,",",NNP,O,of,IN,O,town,NN,lowercase,town,lowercase,of,202,capitalized,Bekasi,B-geo
4474,",",on,the,DT,lowercase,the,IN,lowercase,on,",",B-geo,bekasi,NNP,O,of,IN,lowercase,of,capitalized,Bekasi,202,punct,",",O
4475,on,the,eastern,JJ,lowercase,eastern,DT,lowercase,the,IN,O,",",",",B-geo,bekasi,NNP,capitalized,Bekasi,punct,",",202,lowercase,on,O
4476,the,eastern,outskirt,NNS,lowercase,outskirts,JJ,lowercase,eastern,DT,O,on,IN,O,",",",",punct,",",lowercase,on,202,lowercase,the,O
4477,eastern,outskirt,of,IN,lowercase,of,NNS,lowercase,outskirts,JJ,O,the,DT,O,on,IN,lowercase,on,lowercase,the,202,lowercase,eastern,O
4478,outskirt,of,jakarta,NNP,capitalized,Jakarta,IN,lowercase,of,NNS,O,eastern,JJ,O,the,DT,lowercase,the,lowercase,eastern,202,lowercase,outskirts,O
4479,of,jakarta,.,.,punct,.,NNP,capitalized,Jakarta,IN,O,outskirt,NNS,O,eastern,JJ,lowercase,eastern,lowercase,outskirts,202,lowercase,of,O
4480,jakarta,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,O,of,IN,O,outskirt,NNS,lowercase,outskirts,lowercase,of,202,capitalized,Jakarta,B-geo
4481,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,B-geo,jakarta,NNP,O,of,IN,lowercase,of,capitalized,Jakarta,202,punct,.,O
4482,offici,say,she,PRP,lowercase,she,VBP,lowercase,say,NNS,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,203,capitalized,Officials,O
4483,say,she,die,VBD,lowercase,died,PRP,lowercase,she,VBP,O,offici,NNS,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Officials,203,lowercase,say,O
4484,she,die,tuesday,NNP,capitalized,Tuesday,VBD,lowercase,died,PRP,O,say,VBP,O,offici,NNS,capitalized,Officials,lowercase,say,203,lowercase,she,O
4485,die,tuesday,.,.,punct,.,NNP,capitalized,Tuesday,VBD,O,she,PRP,O,say,VBP,lowercase,say,lowercase,she,203,lowercase,died,O
4486,tuesday,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,O,die,VBD,O,she,PRP,lowercase,she,lowercase,died,203,capitalized,Tuesday,B-tim
4487,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,B-tim,tuesday,NNP,O,die,VBD,lowercase,died,capitalized,Tuesday,203,punct,.,O
4488,monday,",",offici,NNS,lowercase,officials,",",punct,",",NNP,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,204,capitalized,Monday,B-tim
4489,",",offici,report,VBD,lowercase,reported,NNS,lowercase,officials,",",B-tim,monday,NNP,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Monday,204,punct,",",O
4490,offici,report,that,IN,lowercase,that,VBD,lowercase,reported,NNS,O,",",",",B-tim,monday,NNP,capitalized,Monday,punct,",",204,lowercase,officials,O
4491,report,that,a,DT,lowercase,a,IN,lowercase,that,VBD,O,offici,NNS,O,",",",",punct,",",lowercase,officials,204,lowercase,reported,O
4492,that,a,32-year-old,JJ,number,32-year-old,DT,lowercase,a,IN,O,report,VBD,O,offici,NNS,lowercase,officials,lowercase,reported,204,lowercase,that,O
4493,a,32-year-old,woman,NN,lowercase,woman,JJ,number,32-year-old,DT,O,that,IN,O,report,VBD,lowercase,reported,lowercase,that,204,lowercase,a,O
4494,32-year-old,woman,from,IN,lowercase,from,NN,lowercase,woman,JJ,O,a,DT,O,that,IN,lowercase,that,lowercase,a,204,number,32-year-old,O
4495,woman,from,an,DT,lowercase,an,IN,lowercase,from,NN,O,32-year-old,JJ,O,a,DT,lowercase,a,number,32-year-old,204,lowercase,woman,O
4496,from,an,area,NN,lowercase,area,DT,lowercase,an,IN,O,woman,NN,O,32-year-old,JJ,number,32-year-old,lowercase,woman,204,lowercase,from,O
4497,an,area,just,RB,lowercase,just,NN,lowercase,area,DT,O,from,IN,O,woman,NN,lowercase,woman,lowercase,from,204,lowercase,an,O
4498,area,just,west,JJS,lowercase,west,RB,lowercase,just,NN,O,an,DT,O,from,IN,lowercase,from,lowercase,an,204,lowercase,area,O
4499,just,west,of,IN,lowercase,of,JJS,lowercase,west,RB,O,area,NN,O,an,DT,lowercase,an,lowercase,area,204,lowercase,just,O
4500,west,of,jakarta,NNP,capitalized,Jakarta,IN,lowercase,of,JJS,O,just,RB,O,area,NN,lowercase,area,lowercase,just,204,lowercase,west,O
4501,of,jakarta,die,VBD,lowercase,died,NNP,capitalized,Jakarta,IN,O,west,JJS,O,just,RB,lowercase,just,lowercase,west,204,lowercase,of,O
4502,jakarta,die,of,IN,lowercase,of,VBD,lowercase,died,NNP,O,of,IN,O,west,JJS,lowercase,west,lowercase,of,204,capitalized,Jakarta,B-geo
4503,die,of,bird,NN,lowercase,bird,IN,lowercase,of,VBD,B-geo,jakarta,NNP,O,of,IN,lowercase,of,capitalized,Jakarta,204,lowercase,died,O
4504,of,bird,flu,NN,lowercase,flu,NN,lowercase,bird,IN,O,die,VBD,B-geo,jakarta,NNP,capitalized,Jakarta,lowercase,died,204,lowercase,of,O
4505,bird,flu,last,JJ,lowercase,last,NN,lowercase,flu,NN,O,of,IN,O,die,VBD,lowercase,died,lowercase,of,204,lowercase,bird,O
4506,flu,last,week,NN,lowercase,week,JJ,lowercase,last,NN,O,bird,NN,O,of,IN,lowercase,of,lowercase,bird,204,lowercase,flu,O
4507,last,week,",",",",punct,",",NN,lowercase,week,JJ,O,flu,NN,O,bird,NN,lowercase,bird,lowercase,flu,204,lowercase,last,O
4508,week,",",at,IN,lowercase,at,",",punct,",",NN,O,last,JJ,O,flu,NN,lowercase,flu,lowercase,last,204,lowercase,week,O
4509,",",at,her,PRP$,lowercase,her,IN,lowercase,at,",",O,week,NN,O,last,JJ,lowercase,last,lowercase,week,204,punct,",",O
4510,at,her,home,NN,lowercase,home,PRP$,lowercase,her,IN,O,",",",",O,week,NN,lowercase,week,punct,",",204,lowercase,at,O
4511,her,home,in,IN,lowercase,in,NN,lowercase,home,PRP$,O,at,IN,O,",",",",punct,",",lowercase,at,204,lowercase,her,O
4512,home,in,the,DT,lowercase,the,IN,lowercase,in,NN,O,her,PRP$,O,at,IN,lowercase,at,lowercase,her,204,lowercase,home,O
4513,in,the,citi,NN,lowercase,city,DT,lowercase,the,IN,O,home,NN,O,her,PRP$,lowercase,her,lowercase,home,204,lowercase,in,O
4514,the,citi,of,IN,lowercase,of,NN,lowercase,city,DT,O,in,IN,O,home,NN,lowercase,home,lowercase,in,204,lowercase,the,O
4515,citi,of,tangerang,NNP,capitalized,Tangerang,IN,lowercase,of,NN,O,the,DT,O,in,IN,lowercase,in,lowercase,the,204,lowercase,city,O
4516,of,tangerang,.,.,punct,.,NNP,capitalized,Tangerang,IN,O,citi,NN,O,the,DT,lowercase,the,lowercase,city,204,lowercase,of,O
4517,tangerang,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNP,O,of,IN,O,citi,NN,lowercase,city,lowercase,of,204,capitalized,Tangerang,B-geo
4518,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,B-geo,tangerang,NNP,O,of,IN,lowercase,of,capitalized,Tangerang,204,punct,.,O
4519,a,statement,from,IN,lowercase,from,NN,lowercase,statement,DT,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,205,uppercase,A,O
4520,statement,from,the,DT,lowercase,the,IN,lowercase,from,NN,O,a,DT,__START1__,__start1__,__START1__,wildcard,__START1__,uppercase,A,205,lowercase,statement,O
4521,from,the,health,NN,lowercase,health,DT,lowercase,the,IN,O,statement,NN,O,a,DT,uppercase,A,lowercase,statement,205,lowercase,from,O
4522,the,health,ministri,NN,lowercase,ministry,NN,lowercase,health,DT,O,from,IN,O,statement,NN,lowercase,statement,lowercase,from,205,lowercase,the,O
4523,health,ministri,said,VBD,lowercase,said,NN,lowercase,ministry,NN,O,the,DT,O,from,IN,lowercase,from,lowercase,the,205,lowercase,health,O
4524,ministri,said,the,DT,lowercase,the,VBD,lowercase,said,NN,O,health,NN,O,the,DT,lowercase,the,lowercase,health,205,lowercase,ministry,O
4525,said,the,woman,NN,lowercase,woman,DT,lowercase,the,VBD,O,ministri,NN,O,health,NN,lowercase,health,lowercase,ministry,205,lowercase,said,O
4526,the,woman,'s,POS,other,'s,NN,lowercase,woman,DT,O,said,VBD,O,ministri,NN,lowercase,ministry,lowercase,said,205,lowercase,the,O
4527,woman,'s,famili,NN,lowercase,family,POS,other,'s,NN,O,the,DT,O,said,VBD,lowercase,said,lowercase,the,205,lowercase,woman,O
4528,'s,famili,kept,VBD,lowercase,kept,NN,lowercase,family,POS,O,woman,NN,O,the,DT,lowercase,the,lowercase,woman,205,other,'s,O
4529,famili,kept,chicken,NNS,lowercase,chickens,VBD,lowercase,kept,NN,O,'s,POS,O,woman,NN,lowercase,woman,other,'s,205,lowercase,family,O
4530,kept,chicken,in,IN,lowercase,in,NNS,lowercase,chickens,VBD,O,famili,NN,O,'s,POS,other,'s,lowercase,family,205,lowercase,kept,O
4531,chicken,in,their,PRP$,lowercase,their,IN,lowercase,in,NNS,O,kept,VBD,O,famili,NN,lowercase,family,lowercase,kept,205,lowercase,chickens,O
4532,in,their,backyard,NN,lowercase,backyard,PRP$,lowercase,their,IN,O,chicken,NNS,O,kept,VBD,lowercase,kept,lowercase,chickens,205,lowercase,in,O
4533,their,backyard,.,.,punct,.,NN,lowercase,backyard,PRP$,O,in,IN,O,chicken,NNS,lowercase,chickens,lowercase,in,205,lowercase,their,O
4534,backyard,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NN,O,their,PRP$,O,in,IN,lowercase,in,lowercase,their,205,lowercase,backyard,O
4535,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,backyard,NN,O,their,PRP$,lowercase,their,lowercase,backyard,205,punct,.,O
4536,human,are,usual,RB,lowercase,usually,VBP,lowercase,are,NNS,__START1__,__start1__,__START1__,__START2__,__start2__,__START2__,wildcard,__START2__,wildcard,__START1__,206,capitalized,Humans,O
4537,are,usual,infect,VBN,lowercase,infected,RB,lowercase,usually,VBP,O,human,NNS,__START1__,__start1__,__START1__,wildcard,__START1__,capitalized,Humans,206,lowercase,are,O
4538,usual,infect,with,IN,lowercase,with,VBN,lowercase,infected,RB,O,are,VBP,O,human,NNS,capitalized,Humans,lowercase,are,206,lowercase,usually,O
4539,infect,with,bird,NN,lowercase,bird,IN,lowercase,with,VBN,O,usual,RB,O,are,VBP,lowercase,are,lowercase,usually,206,lowercase,infected,O
4540,with,bird,flu,NN,lowercase,flu,NN,lowercase,bird,IN,O,infect,VBN,O,usual,RB,lowercase,usually,lowercase,infected,206,lowercase,with,O
4541,bird,flu,by,IN,lowercase,by,NN,lowercase,flu,NN,O,with,IN,O,infect,VBN,lowercase,infected,lowercase,with,206,lowercase,bird,O
4542,flu,by,direct,JJ,lowercase,direct,IN,lowercase,by,NN,O,bird,NN,O,with,IN,lowercase,with,lowercase,bird,206,lowercase,flu,O
4543,by,direct,contact,NN,lowercase,contact,JJ,lowercase,direct,IN,O,flu,NN,O,bird,NN,lowercase,bird,lowercase,flu,206,lowercase,by,O
4544,direct,contact,with,IN,lowercase,with,NN,lowercase,contact,JJ,O,by,IN,O,flu,NN,lowercase,flu,lowercase,by,206,lowercase,direct,O
4545,contact,with,infect,JJ,lowercase,infected,IN,lowercase,with,NN,O,direct,JJ,O,by,IN,lowercase,by,lowercase,direct,206,lowercase,contact,O
4546,with,infect,poultri,NN,lowercase,poultry,JJ,lowercase,infected,IN,O,contact,NN,O,direct,JJ,lowercase,direct,lowercase,contact,206,lowercase,with,O
4547,infect,poultri,",",",",punct,",",NN,lowercase,poultry,JJ,O,with,IN,O,contact,NN,lowercase,contact,lowercase,with,206,lowercase,infected,O
4548,poultri,",",but,CC,lowercase,but,",",punct,",",NN,O,infect,JJ,O,with,IN,lowercase,with,lowercase,infected,206,lowercase,poultry,O
4549,",",but,expert,NNS,lowercase,experts,CC,lowercase,but,",",O,poultri,NN,O,infect,JJ,lowercase,infected,lowercase,poultry,206,punct,",",O
4550,but,expert,fear,VBP,lowercase,fear,NNS,lowercase,experts,CC,O,",",",",O,poultri,NN,lowercase,poultry,punct,",",206,lowercase,but,O
4551,expert,fear,the,DT,lowercase,the,VBP,lowercase,fear,NNS,O,but,CC,O,",",",",punct,",",lowercase,but,206,lowercase,experts,O
4552,fear,the,h5n1,NNP,other,H5N1,DT,lowercase,the,VBP,O,expert,NNS,O,but,CC,lowercase,but,lowercase,experts,206,lowercase,fear,O
4553,the,h5n1,virus,NN,lowercase,virus,NNP,other,H5N1,DT,O,fear,VBP,O,expert,NNS,lowercase,experts,lowercase,fear,206,lowercase,the,O
4554,h5n1,virus,may,MD,lowercase,may,NN,lowercase,virus,NNP,O,the,DT,O,fear,VBP,lowercase,fear,lowercase,the,206,other,H5N1,B-nat
4555,virus,may,mutat,VB,lowercase,mutate,MD,lowercase,may,NN,B-nat,h5n1,NNP,O,the,DT,lowercase,the,other,H5N1,206,lowercase,virus,O
4556,may,mutat,into,IN,lowercase,into,VB,lowercase,mutate,MD,O,virus,NN,B-nat,h5n1,NNP,other,H5N1,lowercase,virus,206,lowercase,may,O
4557,mutat,into,a,DT,lowercase,a,IN,lowercase,into,VB,O,may,MD,O,virus,NN,lowercase,virus,lowercase,may,206,lowercase,mutate,O
4558,into,a,form,NN,lowercase,form,DT,lowercase,a,IN,O,mutat,VB,O,may,MD,lowercase,may,lowercase,mutate,206,lowercase,into,O
4559,a,form,easili,RB,lowercase,easily,NN,lowercase,form,DT,O,into,IN,O,mutat,VB,lowercase,mutate,lowercase,into,206,lowercase,a,O
4560,form,easili,transmit,VBN,lowercase,transmitted,RB,lowercase,easily,NN,O,a,DT,O,into,IN,lowercase,into,lowercase,a,206,lowercase,form,O
4561,easili,transmit,between,IN,lowercase,between,VBN,lowercase,transmitted,RB,O,form,NN,O,a,DT,lowercase,a,lowercase,form,206,lowercase,easily,O
4562,transmit,between,peopl,NNS,lowercase,people,IN,lowercase,between,VBN,O,easili,RB,O,form,NN,lowercase,form,lowercase,easily,206,lowercase,transmitted,O
4563,between,peopl,.,.,punct,.,NNS,lowercase,people,IN,O,transmit,VBN,O,easili,RB,lowercase,easily,lowercase,transmitted,206,lowercase,between,O
4564,peopl,.,__end1__,__END1__,wildcard,__END1__,.,punct,.,NNS,O,between,IN,O,transmit,VBN,lowercase,transmitted,lowercase,between,206,lowercase,people,O
4565,.,__end1__,__end2__,__END2__,wildcard,__END2__,__END1__,wildcard,__END1__,.,O,peopl,NNS,O,between,IN,lowercase,between,lowercase,people,206,punct,.,O
